country/region,year,month,total_confirmed,total_recovered,total_deaths,benua
Comoros,2021,5,119742,114633.0,4526,Africa
Comoros,2021,6,117038,112190.0,4380,Africa
Comoros,2021,7,123897,118287.0,4542,Africa
Comoros,2021,8,125299,15480.0,4557,Africa
Comoros,2021,9,123082,0.0,4410,Africa
Comoros,2021,10,129844,0.0,4557,Africa
Comoros,2021,11,131824,0.0,4460,Africa
Comoros,2021,12,153013,0.0,4705,Africa
Comoros,2022,1,235889,0.0,4926,Africa
Comoros,2022,2,223475,0.0,4480,Africa
Comoros,2022,3,250041,0.0,4960,Africa
Comoros,2022,4,129538,0.0,2560,Africa
Costa Rica,2020,1,0,0.0,0,North America
Costa Rica,2020,2,0,0.0,0,North America
Costa Rica,2020,3,2987,29.0,24,North America
Costa Rica,2020,4,17866,3490.0,122,North America
Costa Rica,2020,5,26697,16677.0,260,North America
Costa Rica,2020,6,58319,27768.0,356,North America
Costa Rica,2020,7,309536,85332.0,1823,North America
Costa Rica,2020,8,890542,301277.0,9155,North America
Costa Rica,2020,9,1771225,687362.0,19556,North America
Costa Rica,2020,10,2901099,1745670.0,35904,North America
Costa Rica,2020,11,3734891,2295379.0,46733,North America
Costa Rica,2020,12,4796194,3605171.0,60628,North America
Costa Rica,2021,1,5681017,4396680.0,74860,North America
Costa Rica,2021,2,5594208,4604813.0,76359,North America
Costa Rica,2021,3,6522718,5862223.0,89213,North America
Costa Rica,2021,4,6872891,5910877.0,92092,North America
Costa Rica,2021,5,8848736,6907524.0,111862,North America
Costa Rica,2021,6,10358999,8028833.0,131892,North America
Costa Rica,2021,7,12039607,9688862.0,150453,North America
Costa Rica,2021,8,13432741,1328154.0,162926,North America
Costa Rica,2021,9,14994975,0.0,177372,North America
Costa Rica,2021,10,17037685,0.0,210011,North America
Costa Rica,2021,11,16932298,0.0,216347,North America
Costa Rica,2021,12,17622785,0.0,227350,North America
Costa Rica,2022,1,19259333,0.0,230278,North America
Costa Rica,2022,2,21372056,0.0,218861,North America
Costa Rica,2022,3,25599802,0.0,253876,North America
Costa Rica,2022,4,13471333,0.0,133306,North America
Croatia,2020,1,0,0.0,0,Europe
Croatia,2020,2,18,0.0,0,Europe
Croatia,2020,3,6404,355.0,36,Europe
Croatia,2020,4,49646,17337.0,1043,Europe
Croatia,2020,5,68134,57173.0,2877,Europe
Croatia,2020,6,70331,63977.0,3178,Europe
Croatia,2020,7,124811,91096.0,3808,Europe
Croatia,2020,8,217353,168878.0,5123,Europe
Croatia,2020,9,415353,346166.0,6960,Europe
Croatia,2020,10,831572,638991.0,11578,Europe
Croatia,2020,11,2599232,2038035.0,33031,Europe
Croatia,2020,12,5539120,4861455.0,89251,Europe
Croatia,2021,1,6921173,6639101.0,141227,Europe
Croatia,2021,2,6657593,6437203.0,148719,Europe
Croatia,2021,3,7881286,7522695.0,177184,Europe
Croatia,2021,4,9063636,8450188.0,194602,Europe
Croatia,2021,5,10797806,10347060.0,237698,Europe
Croatia,2021,6,10757171,10483565.0,244260,Europe
Croatia,2021,7,11206532,10928212.0,255271,Europe
Croatia,2021,8,11404200,1418311.0,257011,Europe
Croatia,2021,9,11648531,0.0,254288,Europe
Croatia,2021,10,13340229,0.0,275792,Europe
Croatia,2021,11,16261639,0.0,300130,Europe
Croatia,2021,12,20600943,0.0,365962,Europe
Croatia,2022,1,25433780,0.0,407851,Europe
Croatia,2022,2,28430744,0.0,406927,Europe
Croatia,2022,3,33410464,0.0,476346,Europe
Croatia,2022,4,17716328,0.0,250611,Europe
Cuba,2020,1,0,0.0,0,North America
Cuba,2020,2,0,0.0,0,North America
Cuba,2020,3,1020,27.0,28,North America
Cuba,2020,4,25438,6691.0,862,North America
Cuba,2020,5,56950,42619.0,2389,North America
Cuba,2020,6,67429,59906.0,2527,North America
Cuba,2020,7,75857,70952.0,2687,North America
Cuba,2020,8,102621,85293.0,2767,North America
Cuba,2020,9,145208,123789.0,3300,North America
Cuba,2020,10,192396,175254.0,3876,North America
Cuba,2020,11,228288,210465.0,3933,North America
Cuba,2020,12,305830,271429.0,4283,North America
Cuba,2021,1,554408,437951.0,5331,North America
Cuba,2021,2,1088096,938807.0,7503,North America
Cuba,2021,3,1949383,1812130.0,11676,North America
Cuba,2021,4,2738557,2568932.0,15307,North America
Cuba,2021,5,3862052,3640263.0,24979,North America
Cuba,2021,6,4888291,4608402.0,33455,North America
Cuba,2021,7,8526080,7430546.0,58063,North America
Cuba,2021,8,16366844,1442775.0,126410,North America
Cuba,2021,9,23157467,0.0,194918,North America
Cuba,2021,10,28750628,0.0,247072,North America
Cuba,2021,11,28759732,0.0,248409,North America
Cuba,2021,12,29883178,0.0,257734,North America
Cuba,2022,1,31024418,0.0,258783,North America
Cuba,2022,2,29692418,0.0,237046,North America
Cuba,2022,3,33458990,0.0,263626,North America
Cuba,2022,4,17530529,0.0,136268,North America
Cyprus,2020,1,0,0.0,0,Europe
Cyprus,2020,2,0,0.0,0,Europe
Cyprus,2020,3,1826,106.0,32,Europe
Cyprus,2020,4,19243,2553.0,344,Europe
Cyprus,2020,5,28113,15455.0,504,Europe
Cyprus,2020,6,29312,24396.0,546,Europe
Cyprus,2020,7,31890,26152.0,589,Europe
Cyprus,2020,8,41002,27569.0,621,Europe
Cyprus,2020,9,47076,38441.0,646,Europe
Cyprus,2020,10,79706,47593.0,753,Europe
Cyprus,2020,11,216721,59344.0,1096,Europe
Cyprus,2020,12,492240,63767.0,2595,Europe
Cyprus,2021,1,878272,63767.0,5081,Europe
Cyprus,2021,2,923859,57596.0,6171,Europe
Cyprus,2021,3,1260010,63767.0,7475,Europe
Cyprus,2021,4,1665592,873609.0,8462,Europe
Cyprus,2021,5,2210458,1210891.0,10630,Europe
Cyprus,2021,6,2237398,1171830.0,11131,Europe
Cyprus,2021,7,2786245,1210891.0,12079,Europe
Cyprus,2021,8,3417317,156244.0,14448,Europe
Cyprus,2021,9,3545967,0.0,16156,Europe
Cyprus,2021,10,3784961,0.0,17458,Europe
Cyprus,2021,11,3853409,0.0,17552,Europe
Cyprus,2021,12,4492797,0.0,19094,Europe
Cyprus,2022,1,6835614,0.0,21195,Europe
Cyprus,2022,2,8206832,0.0,22157,Europe
Cyprus,2022,3,11425717,0.0,28040,Europe
Cyprus,2022,4,7249324,0.0,15532,Europe
Czech Republic,2020,1,0,0.0,0,Europe
Czech Republic,2020,2,0,0.0,0,Europe
Czech Republic,2020,3,25984,167.0,110,Europe
Czech Republic,2020,4,184001,36091.0,4582,Europe
Czech Republic,2020,5,262979,162452.0,9018,Europe
Czech Republic,2020,6,307889,218370.0,10017,Europe
Czech Republic,2020,7,430742,279968.0,11146,Europe
Czech Republic,2020,8,628547,450813.0,12429,Europe
Czech Republic,2020,9,1304611,717412.0,14972,Europe
Czech Republic,2020,10,5443207,2314286.0,47264,Europe
Czech Republic,2020,11,13617115,9757000.0,183953,Europe
Czech Republic,2020,12,18743896,16098379.0,307408,Europe
Czech Republic,2021,1,26959120,22604594.0,436680,Europe
Czech Republic,2021,2,30777715,27210994.0,512288,Europe
Czech Republic,2021,3,43611257,37625977.0,731177,Europe
Czech Republic,2021,4,47718289,44302838.0,843904,Europe
Czech Republic,2021,5,51169649,49354055.0,924449,Europe
Czech Republic,2021,6,49954479,48898850.0,907007,Europe
Czech Republic,2021,7,51784975,50769608.0,940442,Europe
Czech Republic,2021,8,51968562,6563806.0,941777,Europe
Czech Republic,2021,9,50545691,0.0,912799,Europe
Czech Republic,2021,10,53159199,0.0,947459,Europe
Czech Republic,2021,11,57899447,0.0,951756,Europe
Czech Republic,2021,12,72970861,0.0,1078261,Europe
Czech Republic,2022,1,82401574,0.0,1140587,Europe
Czech Republic,2022,2,94901991,0.0,1061831,Europe
Czech Republic,2022,3,114926914,0.0,1216143,Europe
Czech Republic,2022,4,61722091,0.0,637666,Europe
Democratic Republic of the Congo,2020,1,0,0.0,0,Africa
Democratic Republic of the Congo,2020,2,0,0.0,0,Africa
Democratic Republic of the Congo,2020,3,642,10.0,41,Africa
Democratic Republic of the Congo,2020,4,8639,789.0,659,Africa
Democratic Republic of the Congo,2020,5,48228,7137.0,1628,Africa
Democratic Republic of the Congo,2020,6,152518,21195.0,3414,Africa
Democratic Republic of the Congo,2020,7,253461,131200.0,5994,Africa
Democratic Republic of the Congo,2020,8,298422,264017.0,7344,Africa
Democratic Republic of the Congo,2020,9,312145,293014.0,7969,Africa
Democratic Republic of the Congo,2020,10,340349,320572.0,9000,Africa
Democratic Republic of the Congo,2020,11,357658,333785.0,9653,Africa
Democratic Republic of the Congo,2020,12,465473,403464.0,12964,Africa
Democratic Republic of the Congo,2021,1,633392,459625.0,19582,Africa
Democratic Republic of the Congo,2021,2,682090,442729.0,19347,Africa
Democratic Republic of the Congo,2021,3,841033,726530.0,22362,Africa
Democratic Republic of the Congo,2021,4,867489,777262.0,22475,Africa
Democratic Republic of the Congo,2021,5,950208,834012.0,24046,Africa
Democratic Republic of the Congo,2021,6,1086248,837478.0,25599,Africa
Democratic Republic of the Congo,2021,7,1412151,898749.0,30804,Africa
Democratic Republic of the Congo,2021,8,1641310,120074.0,32567,Africa
Democratic Republic of the Congo,2021,9,1685143,0.0,32089,Africa
Democratic Republic of the Congo,2021,10,1775480,0.0,33748,Africa
Democratic Republic of the Congo,2021,11,1734692,0.0,33029,Africa
Democratic Republic of the Congo,2021,12,1997124,0.0,35108,Africa
Democratic Republic of the Congo,2022,1,2542822,0.0,38710,Africa
Democratic Republic of the Congo,2022,2,2401405,0.0,36772,Africa
Democratic Republic of the Congo,2022,3,2678306,0.0,41391,Africa
Democratic Republic of the Congo,2022,4,1388793,0.0,21392,Africa
Denmark,2020,1,0,0.0,0,Europe
Denmark,2020,2,15,0.0,0,Europe
Denmark,2020,3,98166,1446.0,1626,Europe
Denmark,2020,4,610641,318117.0,27279,Europe
Denmark,2020,5,1016466,842520.0,49917,Europe
Denmark,2020,6,1120104,1016061.0,53601,Europe
Denmark,2020,7,1244076,1149570.0,56754,Europe
Denmark,2020,8,1472367,1289424.0,57690,Europe
Denmark,2020,9,1974552,1585776.0,57195,Europe
Denmark,2020,10,3348726,2668023.0,63432,Europe
Denmark,2020,11,5750550,4411779.0,69174,Europe
Denmark,2020,12,11302620,8262471.0,93969,Europe
Denmark,2021,1,17355810,15320685.0,162048,Europe
Denmark,2021,2,17263770,16535769.0,191565,Europe
Denmark,2021,3,20642664,19653231.0,222660,Europe
Denmark,2021,4,21749205,20705214.0,220815,Europe
Denmark,2021,5,24840699,23475993.0,232800,Europe
Denmark,2021,6,26140530,25220418.0,227406,Europe
Denmark,2021,7,28399434,27367377.0,236403,Europe
Denmark,2021,8,30966732,3673863.0,238428,Europe
Denmark,2021,9,31922763,0.0,235854,Europe
Denmark,2021,10,34600719,0.0,249807,Europe
Denmark,2021,11,39283533,0.0,251421,Europe
Denmark,2021,12,57201462,0.0,286836,Europe
Denmark,2022,1,113208339,0.0,327000,Europe
Denmark,2022,2,200264127,0.0,351066,Europe
Denmark,2022,3,279350550,0.0,490548,Europe
Denmark,2022,4,150117462,0.0,283833,Europe
Djibouti,2020,1,0,0.0,0,Africa
Djibouti,2020,2,0,0.0,0,Africa
Djibouti,2020,3,125,0.0,0,Africa
Djibouti,2020,4,16283,4672.0,41,Africa
Djibouti,2020,5,54254,29946.0,244,Africa
Djibouti,2020,6,132173,92109.0,1210,Africa
Djibouti,2020,7,153695,148405.0,1748,Africa
Djibouti,2020,8,165639,160611.0,1839,Africa
Djibouti,2020,9,161960,159982.0,1825,Africa
Djibouti,2020,10,169641,166740.0,1891,Africa
Djibouti,2020,11,169185,165766.0,1830,Africa
Djibouti,2020,12,178378,174932.0,1891,Africa
Djibouti,2021,1,182684,179955.0,1898,Africa
Djibouti,2021,2,167737,164228.0,1764,Africa
Djibouti,2021,3,203948,187913.0,1986,Africa
Djibouti,2021,4,300878,261798.0,3281,Africa
Djibouti,2021,5,353511,346894.0,4669,Africa
Djibouti,2021,6,347336,342362.0,4632,Africa
Djibouti,2021,7,360339,355268.0,4807,Africa
Djibouti,2021,8,362283,45963.0,4848,Africa
Djibouti,2021,9,361063,0.0,4773,Africa
Djibouti,2021,10,412260,0.0,5507,Africa
Djibouti,2021,11,404901,0.0,5562,Africa
Djibouti,2021,12,419765,0.0,5843,Africa
Djibouti,2022,1,456974,0.0,5859,Africa
Djibouti,2022,2,434784,0.0,5292,Africa
Djibouti,2022,3,482600,0.0,5859,Africa
Djibouti,2022,4,249493,0.0,3024,Africa
Dominica,2020,1,0,0.0,0,North America
Dominica,2020,2,0,0.0,0,North America
Dominica,2020,3,79,0.0,0,North America
Dominica,2020,4,460,200.0,0,North America
Dominica,2020,5,496,467.0,0,North America
Dominica,2020,6,538,506.0,0,North America
Dominica,2020,7,558,558.0,0,North America
Dominica,2020,8,576,558.0,0,North America
Dominica,2020,9,718,564.0,0,North America
Dominica,2020,10,1061,833.0,0,North America
Dominica,2020,11,2033,1366.0,0,North America
Dominica,2020,12,2696,2426.0,0,North America
Dominica,2021,1,3325,3070.0,0,North America
Dominica,2021,2,3612,3264.0,0,North America
Dominica,2021,3,4761,4363.0,0,North America
Dominica,2021,4,5029,4878.0,0,North America
Dominica,2021,5,5575,5455.0,0,North America
Dominica,2021,6,5699,5655.0,0,North America
Dominica,2021,7,6267,6027.0,0,North America
Dominica,2021,8,25752,836.0,22,North America
Dominica,2021,9,77990,0.0,264,North America
Dominica,2021,10,130760,0.0,852,North America
Dominica,2021,11,161579,0.0,1036,North America
Dominica,2021,12,196448,0.0,1319,North America
Dominica,2022,1,245822,0.0,1498,North America
Dominica,2022,2,291812,0.0,1521,North America
Dominica,2022,3,358306,0.0,1916,North America
Dominica,2022,4,191054,0.0,1008,North America
Dominican Republic,2020,1,0,0.0,0,North America
Dominican Republic,2020,2,0,0.0,0,North America
Dominican Republic,2020,3,6140,27.0,220,North America
Dominican Republic,2020,4,115932,11513.0,5552,North America
Dominican Republic,2020,5,376401,160836.0,12982,North America
Dominican Republic,2020,6,721962,418221.0,18404,North America
Dominican Republic,2020,7,1543434,758649.0,29158,North America
Dominican Republic,2020,8,2630788,1623317.0,44550,North America
Dominican Republic,2020,9,3143556,2356696.0,59230,North America
Dominican Republic,2020,10,3727191,3006958.0,67808,North America
Dominican Republic,2020,11,4036491,3307677.0,68649,North America
Dominican Republic,2020,12,4864830,3791590.0,73568,North America
Dominican Republic,2021,1,5941766,4423371.0,76846,North America
Dominican Republic,2021,2,6413645,4936155.0,82092,North America
Dominican Republic,2021,3,7652946,6293163.0,100163,North America
Dominican Republic,2021,4,7794798,6546649.0,102213,North America
Dominican Republic,2021,5,8615151,7251641.0,110656,North America
Dominican Republic,2021,6,9329866,7619589.0,111722,North America
Dominican Republic,2021,7,10403589,8833084.0,121075,North America
Dominican Republic,2021,8,10736806,1297268.0,123548,North America
Dominican Republic,2021,9,10631489,0.0,120714,North America
Dominican Republic,2021,10,11474618,0.0,126677,North America
Dominican Republic,2021,11,11894089,0.0,125185,North America
Dominican Republic,2021,12,12756512,0.0,130928,North America
Dominican Republic,2022,1,15356653,0.0,132411,North America
Dominican Republic,2022,2,15908603,0.0,121649,North America
Dominican Republic,2022,3,17881349,0.0,135577,North America
Dominican Republic,2022,4,9254858,0.0,70000,North America
Ecuador,2020,1,0,0.0,0,South America
Ecuador,2020,2,0,0.0,0,South America
Ecuador,2020,3,16469,84.0,423,South America
Ecuador,2020,4,321161,23439.0,12586,South America
Ecuador,2020,5,1029314,210913.0,76863,South America
Ecuador,2020,6,1429745,702114.0,118831,South America
Ecuador,2020,7,2217004,978383.0,160481,South America
Ecuador,2020,8,3121790,2521381.0,189640,South America
Ecuador,2020,9,3678159,3008490.0,304684,South America
Ecuador,2020,10,4714534,4009025.0,379203,South America
Ecuador,2020,11,5411330,4740172.0,390757,South America
Ecuador,2020,12,6306084,5504187.0,430061,South America
Ecuador,2021,1,7125483,6083704.0,445664,South America
Ecuador,2021,2,7472445,6333926.0,428747,South America
Ecuador,2021,3,9480656,8151264.0,505563,South America
Ecuador,2021,4,10654344,9029273.0,527926,South America
Ecuador,2021,5,12663896,10810662.0,609921,South America
Ecuador,2021,6,13253196,12095561.0,633587,South America
Ecuador,2021,7,14679591,13557665.0,787795,South America
Ecuador,2021,8,15358152,1775520.0,990974,South America
Ecuador,2021,9,15186087,0.0,976576,South America
Ecuador,2021,10,15921775,0.0,1019843,South America
Ecuador,2021,11,15671432,0.0,992660,South America
Ecuador,2021,12,16621960,0.0,1040620,South America
Ecuador,2022,1,19476807,0.0,1057631,South America
Ecuador,2022,2,22203194,0.0,978856,South America
Ecuador,2022,3,26285849,0.0,1095801,South America
Ecuador,2022,4,13813091,0.0,567522,South America
Egypt,2020,1,0,0.0,0,Africa
Egypt,2020,2,16,2.0,0,Africa
Egypt,2020,3,7140,1407.0,338,Africa
Egypt,2020,4,83386,20364.0,6017,Africa
Egypt,2020,5,403993,103095.0,19547,Africa
Egypt,2020,6,1406847,374233.0,54759,Africa
Egypt,2020,7,2615575,849040.0,125273,Africa
Egypt,2020,8,2991066,1825324.0,159360,Africa
Egypt,2020,9,3038840,2574263.0,170670,Africa
Egypt,2020,10,3263459,3043034.0,189211,Africa
Egypt,2020,11,3339298,3034327.0,193889,Africa
Egypt,2020,12,3859859,3295247.0,218457,Africa
Egypt,2021,1,4792291,3779202.0,264116,Africa
Egypt,2021,2,4878915,3787773.0,280696,Africa
Egypt,2021,3,5961213,4586590.0,352754,Africa
Egypt,2021,4,6435218,4864279.0,379473,Africa
Egypt,2021,5,7615367,5633432.0,443247,Africa
Egypt,2021,6,8218377,6078771.0,470770,Africa
Egypt,2021,7,8782672,6877682.0,508646,Africa
Egypt,2021,8,8859474,926197.0,515510,Africa
Egypt,2021,9,8865112,0.0,508827,Africa
Egypt,2021,10,9850182,0.0,556651,Africa
Egypt,2021,11,10358211,0.0,587752,Africa
Egypt,2021,12,11551705,0.0,657298,Africa
Egypt,2022,1,12470969,0.0,687235,Africa
Egypt,2022,2,12807088,0.0,655568,Africa
Egypt,2022,3,15382576,0.0,752879,Africa
Egypt,2022,4,8151893,0.0,391694,Africa
El Salvador,2020,1,0,0.0,0,North America
El Salvador,2020,2,0,0.0,0,North America
El Salvador,2020,3,156,0.0,1,North America
El Salvador,2020,4,5333,1195.0,181,North America
El Salvador,2020,5,41262,15244.0,809,North America
El Salvador,2020,6,122784,64224.0,2638,North America
El Salvador,2020,7,347650,192851.0,9534,North America
El Salvador,2020,8,692113,341914.0,18654,North America
El Salvador,2020,9,819156,581185.0,23725,North America
El Salvador,2020,10,969372,822081.0,28261,North America
El Salvador,2020,11,1095940,980896.0,31368,North America
El Salvador,2020,12,1318177,1198384.0,37941,North America
El Salvador,2021,1,1573181,1396055.0,45846,North America
El Salvador,2021,2,1619262,1463448.0,48855,North America
El Salvador,2021,3,1939285,1832314.0,60446,North America
El Salvador,2021,4,2010965,1900252.0,62006,North America
El Salvador,2021,5,2211747,2069327.0,67769,North America
El Salvador,2021,6,2284385,2120061.0,69349,North America
El Salvador,2021,7,2563448,2318104.0,77133,North America
El Salvador,2021,8,2816644,306275.0,86391,North America
El Salvador,2021,9,2990491,0.0,92067,North America
El Salvador,2021,10,3393612,0.0,107137,North America
El Salvador,2021,11,3514812,0.0,111682,North America
El Salvador,2021,12,3749302,0.0,117859,North America
El Salvador,2022,1,3874046,0.0,119156,North America
El Salvador,2022,2,3981785,0.0,111995,North America
El Salvador,2022,3,4916747,0.0,127160,North America
El Salvador,2022,4,2588092,0.0,65949,North America
Equatorial Guinea,2020,1,0,0.0,0,Africa
Equatorial Guinea,2020,2,0,0.0,0,Africa
Equatorial Guinea,2020,3,130,1.0,0,Africa
Equatorial Guinea,2020,4,2867,140.0,9,Africa
Equatorial Guinea,2020,5,21842,2079.0,219,Africa
Equatorial Guinea,2020,6,46572,10725.0,660,Africa
Equatorial Guinea,2020,7,95881,27115.0,1594,Africa
Equatorial Guinea,2020,8,150812,85727.0,2573,Africa
Equatorial Guinea,2020,9,149975,135108.0,2490,Africa
Equatorial Guinea,2020,10,157079,152928.0,2573,Africa
Equatorial Guinea,2020,11,153445,149409.0,2542,Africa
Equatorial Guinea,2020,12,161321,156894.0,2640,Africa
Equatorial Guinea,2021,1,166183,160844.0,2666,Africa
Equatorial Guinea,2021,2,159963,152419.0,2461,Africa
Equatorial Guinea,2021,3,203858,187113.0,3051,Africa
Equatorial Guinea,2021,4,219014,206649.0,3176,Africa
Equatorial Guinea,2021,5,247897,233881.0,3499,Africa
Equatorial Guinea,2021,6,259971,251602.0,3583,Africa
Equatorial Guinea,2021,7,273465,266345.0,3800,Africa
Equatorial Guinea,2021,8,280165,34738.0,3818,Africa
Equatorial Guinea,2021,9,325218,0.0,4051,Africa
Equatorial Guinea,2021,10,399659,0.0,4886,Africa
Equatorial Guinea,2021,11,404797,0.0,5081,Africa
Equatorial Guinea,2021,12,422216,0.0,5425,Africa
Equatorial Guinea,2022,1,466494,0.0,5528,Africa
Equatorial Guinea,2022,2,444084,0.0,5096,Africa
Equatorial Guinea,2022,3,493663,0.0,5672,Africa
Equatorial Guinea,2022,4,255437,0.0,2928,Africa
Eritrea,2020,1,0,0.0,0,Africa
Eritrea,2020,2,0,0.0,0,Africa
Eritrea,2020,3,65,0.0,0,Africa
Eritrea,2020,4,1027,141.0,0,Africa
Eritrea,2020,5,1209,1120.0,0,Africa
Eritrea,2020,6,3083,1240.0,0,Africa
Eritrea,2020,7,7490,4055.0,0,Africa
Eritrea,2020,8,9178,7933.0,0,Africa
Eritrea,2020,9,10664,9270.0,0,Africa
Eritrea,2020,10,13346,11826.0,0,Africa
Eritrea,2020,11,15545,13592.0,0,Africa
Eritrea,2020,12,24769,17513.0,12,Africa
Eritrea,2021,1,54320,33106.0,172,Africa
Eritrea,2021,2,70980,53795.0,196,Africa
Eritrea,2021,3,95058,83807.0,233,Africa
Eritrea,2021,4,104836,98080.0,300,Africa
Eritrea,2021,5,119530,113635.0,398,Africa
Eritrea,2021,6,152367,137220.0,529,Africa
Eritrea,2021,7,196912,186937.0,931,Africa
Eritrea,2021,8,204740,25847.0,1127,Africa
Eritrea,2021,9,200062,0.0,1205,Africa
Eritrea,2021,10,209823,0.0,1356,Africa
Eritrea,2021,11,212733,0.0,1548,Africa
Eritrea,2021,12,238762,0.0,2071,Africa
Eritrea,2022,1,274280,0.0,2701,Africa
Eritrea,2022,2,270544,0.0,2855,Africa
Eritrea,2022,3,301309,0.0,3193,Africa
Eritrea,2022,4,155681,0.0,1648,Africa
Estonia,2020,1,0,0.0,0,Europe
Estonia,2020,2,3,0.0,0,Europe
Estonia,2020,3,7350,131.0,14,Europe
Estonia,2020,4,41075,4090.0,978,Europe
Estonia,2020,5,55005,30002.0,1903,Europe
Estonia,2020,6,58725,51856.0,2068,Europe
Estonia,2020,7,62542,58851.0,2139,Europe
Estonia,2020,8,68481,61886.0,1967,Europe
Estonia,2020,9,83987,69387.0,1920,Europe
Estonia,2020,10,125799,97932.0,2151,Europe
Estonia,2020,11,241995,152102.0,2554,Europe
Estonia,2020,12,612913,381941.0,5139,Europe
Estonia,2021,1,1127645,807209.0,10037,Europe
Estonia,2021,2,1495578,1171685.0,14034,Europe
Estonia,2021,3,2713051,1967130.0,23021,Europe
Estonia,2021,4,3472209,2959301.0,31686,Europe
Estonia,2021,5,3927342,3665747.0,37739,Europe
Estonia,2021,6,3916223,3776010.0,37975,Europe
Estonia,2021,7,4089066,3970231.0,39386,Europe
Estonia,2021,8,4260117,516054.0,39696,Europe
Estonia,2021,9,4455142,0.0,39637,Europe
Estonia,2021,10,5349132,0.0,44235,Europe
Estonia,2021,11,6358744,0.0,50539,Europe
Estonia,2021,12,7160912,0.0,57954,Europe
Estonia,2022,1,8533721,0.0,61415,Europe
Estonia,2022,2,11936810,0.0,59541,Europe
Estonia,2022,3,16547109,0.0,73299,Europe
Estonia,2022,4,9003569,0.0,39789,Europe
Ethiopia,2020,1,0,0.0,0,Africa
Ethiopia,2020,2,0,0.0,0,Africa
Ethiopia,2020,3,203,16.0,0,Africa
Ethiopia,2020,4,2558,547.0,73,Africa
Ethiopia,2020,5,12773,3842.0,159,Africa
Ethiopia,2020,6,106607,27836.0,1683,Africa
Ethiopia,2020,7,300942,116476.0,5001,Africa
Ethiopia,2020,8,998557,390344.0,16816,Africa
Ethiopia,2020,9,1964723,775493.0,31041,Africa
Ethiopia,2020,10,2703736,1287456.0,41431,Africa
Ethiopia,2020,11,3089373,1891161.0,47598,Africa
Ethiopia,2020,12,3653211,2975040.0,56506,Africa
Ethiopia,2021,1,4052409,3609556.0,62674,Africa
Ethiopia,2021,2,4140296,3609950.0,62121,Africa
Ethiopia,2021,3,5589105,4492672.0,80196,Africa
Ethiopia,2021,4,7079762,5326662.0,98823,Africa
Ethiopia,2021,5,8236693,6797901.0,123146,Africa
Ethiopia,2021,6,8230757,7556982.0,127653,Africa
Ethiopia,2021,7,8608593,8129063.0,134949,Africa
Ethiopia,2021,8,9043198,1055174.0,139666,Africa
Ethiopia,2021,9,9843982,0.0,152099,Africa
Ethiopia,2021,10,11085834,0.0,190208,Africa
Ethiopia,2021,11,11067787,0.0,198763,Africa
Ethiopia,2021,12,11853762,0.0,212413,Africa
Ethiopia,2022,1,14021651,0.0,221512,Africa
Ethiopia,2022,2,13090994,0.0,207575,Africa
Ethiopia,2022,3,14548200,0.0,232027,Africa
Ethiopia,2022,4,7520117,0.0,120120,Africa
Fiji,2020,1,0,0.0,0,Oceania
Fiji,2020,2,0,0.0,0,Oceania
Fiji,2020,3,47,0.0,0,Oceania
Fiji,2020,4,464,102.0,0,Oceania
Fiji,2020,5,558,449.0,0,Oceania
Fiji,2020,6,540,531.0,0,Oceania
Fiji,2020,7,765,558.0,1,Oceania
Fiji,2020,8,856,626.0,36,Oceania
Fiji,2020,9,944,762.0,60,Oceania
Fiji,2020,10,1006,910.0,62,Oceania
Fiji,2020,11,1065,960.0,60,Oceania
Fiji,2020,12,1405,1204.0,62,Oceania
Fiji,2021,1,1659,1520.0,62,Oceania
Fiji,2021,2,1577,1503.0,56,Oceania
Fiji,2021,3,2031,1864.0,62,Oceania
Fiji,2021,4,2357,1934.0,60,Oceania
Fiji,2021,5,6285,3611.0,107,Oceania
Fiji,2021,6,52915,12981.0,236,Oceania
Fiji,2021,7,489468,109833.0,3336,Oceania
Fiji,2021,8,1248799,36965.0,11803,Oceania
Fiji,2021,9,1480193,0.0,16623,Oceania
Fiji,2021,10,1602666,0.0,20429,Oceania
Fiji,2021,11,1571501,0.0,20584,Oceania
Fiji,2021,12,1634146,0.0,21610,Oceania
Fiji,2022,1,1831407,0.0,23020,Oceania
Fiji,2022,2,1777755,0.0,22962,Oceania
Fiji,2022,3,1989555,0.0,25854,Oceania
Fiji,2022,4,1031539,0.0,13456,Oceania
Finland,2020,1,3,0.0,0,Europe
Finland,2020,2,64,18.0,0,Europe
Finland,2020,3,16931,184.0,294,Europe
Finland,2020,4,111197,37610.0,5062,Europe
Finland,2020,5,198200,138200.0,9063,Europe
Finland,2020,6,214188,184300.0,9176,Europe
Finland,2020,7,227978,211950.0,9595,Europe
Finland,2020,8,242958,218910.0,9715,Europe
Finland,2020,9,270515,228100.0,9687,Europe
Finland,2020,10,417387,285600.0,10558,Europe
Finland,2020,11,610476,428700.0,11507,Europe
Finland,2020,12,987620,679100.0,16467,Europe
Finland,2021,1,1260599,953000.0,20340,Europe
Finland,2021,2,1440409,1042000.0,20733,Europe
Finland,2021,3,2129465,1426000.0,25872,Europe
Finland,2021,4,2502481,1380000.0,27256,Europe
Finland,2021,5,2798381,1426000.0,29590,Europe
Finland,2021,6,2826645,1380000.0,29416,Europe
Finland,2021,7,3114035,1426000.0,30725,Europe
